,smiles
2371,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncc(Cl)c(Nc4ccccc4C#N)n3)c2)o1
2372,COc1cc(NC(=O)Nc2cc(F)cc(F)c2)cc(OC)c1OC
2373,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](N)CC2
2374,COc1cc(/C=C/C(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)cc(OC)c1OC
2375,COc1cc(CC(=O)NCCCCCO)cc(OC)c1OC
2376,COc1cc(C)c(C)cc1CCNC(=O)c1ccc(OC)c(OC)c1
2377,COc1cc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
2378,COc1cc(C(=O)NC(C)COc2ccc(F)cc2)cc(OC)c1OC
2379,COc1cc(C(=O)N(c2cccc(C)c2C)C2CC2)cc(OC)c1OC
2380,COc1cc(C(=O)NCCNC(N)=O)cc(OC)c1OC
2381,COc1ccc(C2(C)CC(=O)N(C)c3cc4c(cc32)OCCO4)cc1OC
2382,CCc1ccc(=O)n(CCC(=O)NCc2cc(OC)c(OC)c(OC)c2)n1
2383,COc1ccc(CNc2ccnc(-c3cc(F)c(OC)c(OC)c3)n2)cc1
2384,COc1cc(NC(C)=O)ccc1NC(=O)Cc1ccc(OC)c(OC)c1
2385,COc1cc(C(=O)Nc2cccc(NC(=O)c3ccco3)c2)cc(OC)c1OC
2386,COc1c(CO)c(CN2CCOCC2)c2c(c1OC)OCO2
2387,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C#N)c(C)c12
2388,Cc1cc(-c2nnc(-c3ccc(OCCC(C)C)c(C#N)c3)o2)n(C)n1
2389,N#Cc1cnc2ccc(NC(=O)CN3CCCC3)cc2c1NCc1ccc[nH]1
2390,Cc1c([C@H]2CCCN2c2nc3ccc(OCCCN(C)C)cc3n2CC#N)c(=O)[nH]n1C
2391,Cc1ccc(-n2nccn2)c(C(=O)N2CCC(Nc3ccc(C#N)nc3)C[C@H]2C)c1
2392,N#Cc1ccc(C2CCNCC2)cc1-c1cn(-c2cncc(N)n2)cn1
2393,CN(Cc1ccccn1)c1ncccc1CNc1ncccc1C#N
2394,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-c2ccc3cc(C#N)cnn23)cc1N1CC[C@H](N)C1
2395,Cc1nccc(Nc2cc(-c3cnc(OC(C)C)c(C#N)c3)ccn2)n1
2396,CCCCC(COC)n1c(N)c(-c2nc3ccccc3n2C)c2nc(C#N)c(C#N)nc21
2397,CC(C)(CO)NC(=O)c1c[nH]c2ncc(N3CCC[C@@H]3c3ncccc3C#N)nc12
2398,N#Cc1cccn2c(CN(CCC3CCCCC3)[C@H]3CCCc4cccnc43)cnc12
2399,Cc1cc(-c2nnc(NC(=O)[C@H]3[C@@H](C)[C@@H]3c3cnn(-c4nccc5cc(C#N)ccc45)n3)s2)ccn1
2400,C[C@@H](O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1
2401,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C2(C#N)CC2)o1
2402,COc1cc2c(cc1Cn1ncc3ccc(-c4ncccc4C#N)cc31)CCc1nnn(C)c1-2
2403,C[C@@H]1CN(Cc2cccn2C)C(=O)c2cc(-c3cccc(C#N)c3)cnc21
2404,CN(CCO)c1cccc(-c2cnc3ccc(-c4cncc(N)c4C#N)cn23)c1
2405,CC(C)N1CCc2c(ncnc2NCc2cncn2CCC#N)C1
2406,CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)c4cccc(C#N)c4)C3)ncnc21
2407,N#Cc1ccc(-c2noc(Cc3csc(-c4cccnc4)n3)n2)nc1
2408,N#CCC1CCN(c2ccnc(-c3cnc4ccc(C#N)cn34)n2)CC1
2409,Cc1ccn2c(C#N)cnc2c1C(=O)N[C@H]1CC[C@H](NCc2ccc3c(c2)OCO3)CC1
2410,N#CCC1(n2cccc(-c3cnc4[nH]nc(Cl)c4c3)c2=O)CC(C#N)C1
2411,N#Cc1cnc2cc(Cl)ccc2c1N(C(=O)c1ncc[nH]1)c1ccccn1
2412,N#Cc1cc(-c2ccnc(Nc3cnn(CC4CC4)c3)n2)ccc1N[C@@H]1CCCNC1
2413,Cc1ccc(Oc2ncnc(-n3ncc(C#N)c3NCc3ccccn3)c2C)cc1C
2414,CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
2415,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCNC2=O)cn1
2416,COCC1(n2cc(C(=O)N[C@H]3COCC[C@@H]3O)c(=O)n(Cc3ccccc3C(F)(F)F)c2=O)CC1
2417,COCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(C(F)(F)F)c2)c1
2418,O=C1c2cc3c(cc2N(CC(F)(F)F)C(=O)CN1Cc1ccc2c(c1)OCO2)OCO3
2419,NC(=O)[C@H](Cc1ccccc1)NC(=O)C1(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)CCCCC1
2420,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(O)nc(C2(CO)CCOCC2)c1
2421,CC(C)(C)c1ccc([C@H]2CCN(C(=O)Oc3ccc(F)cc3)C[C@H]2NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)cc1
2422,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CCC(F)(F)F)ccc2[nH]1
2423,O=C(CC(F)(F)F)Nc1c(F)c(Cl)c(-c2ccc3nc(NC(=O)[C@@H]4C[C@@H]4F)sc3c2)c2cn[nH]c12
2424,O=C(Nc1cccc(S(=O)(=O)O)c1)C(=O)N(CCc1ccccc1)c1ccc(N(CCCl)CCCl)cc1
2425,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1
2426,COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2F)cc1-c1ccc(C(=O)NC[C@@H](N)CO)cc1F
2427,CN(C)C(=N)c1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C(=O)Nc2ccc(Cl)cc2)cc1
2428,CN(C)CCOc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1-c1cccc2c1C(=O)NC2
2429,CN(C(=O)CN1CC[C@@](CCC(N)=O)(c2ccccc2)C1=O)C1CCC(O)(C(F)(F)F)CC1
2430,C[C@@H](NC(=O)C1Cc2ccccc2CN1C(=O)c1cc(CO)cc(C(F)(F)F)c1)c1ccccc1
2431,COc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
2432,CCOCOCC1CCCCC1NC(=O)C(=O)Nc1cc(C(F)(F)F)ccc1OCC1=CCCC1
2433,CC[C@@H](NC(=O)c1cc(C(=O)NCc2nccc(C)n2)n2c1COCC2)c1ccc(C(F)(F)F)cc1
2434,Cc1cccc(C(=O)NCc2ccccc2F)c1NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
2435,CC1(C)CNC(=O)c2c(O)c(=O)c(C(=O)NCc3ccc4c(c3C(F)(F)F)NCCO4)cn21
2436,CC(C)n1cc(CC(=O)N2CC(F)(F)C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21
2437,CN(C)C(=O)Oc1ccc(-c2c(C(F)(F)F)oc3cc(OC(=O)N(C)C)ccc3c2=O)cc1
2438,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1
2439,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)N1CCOC[C@H]1[C@@H](CO)[C@H]2O
2440,NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2cc(C(NCC3CC3)c3ccncc3)ccc2F)c1
2441,C[C@@H](NC(=O)C1(NC(=O)c2ccc(C(F)(F)F)[nH]c2=O)CCCCC1)c1ccc(Cl)cc1Cl
2442,CN1CCCC(NC(=O)c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C(N)=O)n3)cc2)C1
2443,CCN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)CSc1nc(-c2ccccc2)cs1
2444,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NCCN1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1
2445,COc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1NC(=O)c1cccc(C(F)(F)F)c1
2446,c1ccc(CN2CCC(Nc3ncnc4c3cnn4-c3ccccc3)C2)cc1
2447,CCn1c2ccccc2c2nc(-c3ccc(OC)cc3)nc(-n3cnc4ccccc43)c21
2448,Cc1cc(Nc2cc(N3CCc4ccccc43)nc(NCc3ccccc3)n2)n[nH]1
2449,CN1CCN(c2ccc3[nH]c(-c4ccc(-c5ccccc5)cc4)nc3n2)CC1
2450,COc1ccc(Nc2cc3nc4c(c(Nc5cccc(C)c5C)n3n2)CCCC4)c(C)c1
2451,Cc1cc(NCCF)cc(C)c1-c1cccc(CNc2nc3ccccc3n2C)c1
2452,COc1cc(Cl)cc(C)c1Nc1nc2ncccc2n1Cc1ccc(-c2ccccn2)cc1
2453,COc1cc(-c2ccccc2)nc(C=Cc2ccccc2OCCCN2C(C)CCCC2C)n1
2454,Cc1ccc(-c2ccc(C#CC3CC3)cc2OCc2ccc(OCCN(C)C)cc2)cc1
2455,CCN1CCC(n2cnc3ncc(-c4cccc5cccc(C)c45)cc32)CC1
2456,COc1ccc(-c2cc3nc4ccccc4nc3cc2CNCCN(C)C)cc1
2457,Cc1noc(C)c1-c1ccc2c(c1)C1OC2c2ccc(-c3cncnc3)cc21
2458,Nc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)c3ccccc23)n1
2459,c1ccc(CNc2nc3ccc(-c4ccc5ncnc(N6CCC6)c5c4)cc3s2)cc1
2460,Clc1cccc(COc2ncc(-c3ccc(N4CCNCC4)cc3)c3ccccc23)c1
2461,COc1cc2[nH]c(-c3ccccc3)c(-c3ccc(C(C)N(C)c4ncccn4)cc3)c2cc1-n1cnnc1
2462,CCCCc1nnc(SCc2cccc3cccnc23)n1/N=C/c1ccc(OC)cc1
2463,Cc1ccc(-c2nc(-c3ccc(OCCN4CCCC4)cc3)c3cc(C)ncc3n2)cc1
2464,Cc1cccc(-c2nccnc2C2CN(c3ccc4ccccc4n3)C2)c1
2465,Cc1cc(C)c(OCCCn2c3ccc(N)cc3c3cnc4ccccc4c32)c(C)c1
2466,CCOc1c2ccc(Cn3cc[n+](Cc4ccc5ccccc5c4)c3)cc2nn1C.[Br-]
2467,[C-]#[N+]c1cc(-c2cnnc(C)c2)nc(N2CCN(c3ncccn3)[C@@H](C)C2)c1
2468,Cc1cccc(-c2nc(N[C@@H]3CCOC3)nc(N(C)[C@H]3CCc4nn(C)cc4C3)n2)n1
2469,CC(C)n1cc(-c2ccc(-c3c4c(nn3C)CCc3cnc(Nc5ccn(CCN(C)C)n5)nc3-4)cc2)cn1
2470,NC1CCN(c2ccncc2Nc2ncc3ccc(-c4ccnn4Cc4ccccn4)nn23)CC1
2471,CN1[C@@H]2CC[C@H]1CN(c1ccc(-c3cnc4ccc(NCc5cccc(Cl)c5)nn34)cn1)C2
2472,NC1(c2ccccc2)CCN(c2cnc3c(OCC4CCCCC4)n[nH]c3n2)CC1
2473,CC(C)n1ccc2c(-c3nc(NCC4CCCO4)nc(NC4CCNCC4)n3)ccnc21
2474,CC1(C)C=C(c2ccc(Nc3nc4c(N5CCCC5(C)C)cccn4n3)cc2)CC(C)(C)N1
2475,CC(C)n1ccc(-c2ccc(N3CCC(c4ccc5c(c4)CCO5)CC3)nn2)n1
2476,CC(Nc1nc(NCCN2CCOCC2)c2ncn(C(C)C)c2n1)c1ccccn1
2477,Cn1ccc2cc(N=c3[nH]c(Nc4ccc(N5CCNCC5)cc4)ncc3Cl)ccc21
2478,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCC56CNC6)ncn4)c3c2)CC1
2479,Cc1cncc(-c2cc3c(-c4cccc(N5CCOC6CCNCC65)n4)n[nH]c3cn2)c1
2480,CCOc1ccccc1N1CCN(c2nc(CC)nc3c2nnn3-c2ccccc2C)CC1
2481,c1cc(-c2cn3cc(CN4CCN(c5cnccn5)CC4)nc3c(N3CCOCC3)n2)ccn1
2482,CC1Sc2nnc(-c3[nH]nc4c3CCCC4)n2N=C1c1ccc(N2CCN(C)CC2)cc1
2483,Cc1noc(C)c1-c1ccc2c(c1)nc(-c1cnn(C)c1)n2CCN1CCOCC1
2484,Nc1nc2c(cnn2CCN2CCN(c3ccccc3)CC2)c2nc(-c3ccco3)nn12
2485,Cc1noc(C)c1-c1ccc2c(c1)c1cccnc1n2C(c1ncccn1)C1CCOCC1
2486,c1cnc(NCCCN2CCN(C3CCCCC3)CC2)c(-c2nnc(Nc3ccncc3)o2)c1
2487,CCn1cc(-c2ccnc(Nc3ccc(C4CCN(C5CC5)CC4)cc3)n2)c(-c2cccnc2)n1
2488,Cc1ncc(C)n2nc(CCc3nc4c(N5CCOCC5)ccc(C)n4n3)nc12
2489,Cc1ccccc1-c1cc(C2CCNCC2)nc(Nc2ccc(N3CCOCC3)cc2)n1
2490,c1ccc(Cn2ccc3c(OC4CCN(c5ncc(CN6CCCC6)cn5)C4)ncnc32)cc1
2491,CCc1c(Nc2nc(N[C@H](C)C3CC3)c3c(ccn3-c3cnn(C)c3C(C)C)n2)cnn1C
2492,CN(Cc1ccccc1)C1CCN(c2ncnc3c2ncn3C2CCCCO2)CC1
2493,CC1CCCN1c1cccc(=Nc2cc(-c3ccc(OCCCN4CCCCC4)cc3)nn3ccnc23)[nH]1
2494,CCN1CCN(Cc2ccc(-n3cc(-c4ccnc(N[C@@H]5CCCNC5)n4)cn3)cc2)CC1
2495,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C5COC5)CC4)ncn3)c2c1
2496,c1ccc2c(c1)CC(CNc1cc(-c3ccc(N4CCCC4)nc3)ncn1)CO2
2497,c1cncc(Cn2cnc3c(NCc4nc5ccccc5s4)nc(N4CCOCC4)nc32)c1
2498,COc1ccc(C(=O)N2CCN(CC3CCN(C(=O)c4cccc(Cl)c4)CC3)CC2)cc1
2499,CC1CN(c2ccccc2NC(=O)c2ccc(N3CCN(C(C)C)CC3)cn2)CC(C)C1O
2500,O=C(c1ccc(F)cc1)N1CC(=O)N2CCc3c(n(CCN4CCCCC4)c4ccccc34)C2C1
2501,Cl.NCc1ccc2c(c1)N(CCCN1CCN(C3CCCCC3)CC1)C(=O)CO2
2502,CC(C)Oc1ccccc1N1CCN(CCc2ccc(C(=O)N3CCCCC3)cn2)CC1
2503,COc1ccc2nc3c(O)n(CCN4CCN(C5CCCCC5C)CC4)cnc-3c2c1
2504,CCC(CO)Nc1ncc(C(=O)N2CCN(C3CC3)CC2)c(NC2CCC(O)CC2)n1
2505,Cc1ccc(CN2CCCC(C(=O)N3CCN(c4cccc(C)c4C)CC3)C2)cc1
2506,COc1ccc(C(C)N2CCN(C3CCN(C(=O)c4cc5occc5n4C)CC3)CC2)cc1
2507,O=C(C1CC1)N1CCN(c2nc3cccnc3n(C3CCN(C4CCCCC4)CC3)c2=O)CC1
2508,CCOc1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1CN1CCCN(CC2CC2)CC1
2509,Cn1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nsc5ccccc45)CC3)CC2)n1
2510,CC1CN(c2ccc(N3CCC(Oc4cccc(C(N)=O)c4)CC3)nn2)CC(C)N1
2511,N#Cc1cccc(N2CCN(CCN3C[C@@H]4C[C@H](C3)c3cccc(=O)n3C4)CC2)c1
2512,CC(C)N1CCN(CCNC2CCN(c3cccc(-c4cc5cc(F)ccc5[nH]4)c3)CC2)CC1
2513,COc1cc2c(cc1OC)C[C@@H](C(=O)NCC1CC1)[C@H](N1CCN(c3ncncc3Br)CC1)CC2
2514,COc1cc2c(N3CCN(C(=O)C4CCCCC4)CC3)ncnc2cc1OCCCN1CCCC1=O
2515,CC(C)C[C@@H](C(=O)N1CCC[C@H]1c1nc2c(F)cc(Br)cc2[nH]1)N1CCN(C)CC1
2516,Cc1ccc(CNc2cc(C(=O)N3CCCCC3)ccc2N2CCN(C)CC2)cn1
2517,Cl.O=C(CC1C(=O)NCCN1Cc1ccc2ccccc2c1)NCCN1CCOCC1
2518,COc1ccccc1N1CCN(CCCN2C(=O)CC[C@H]2C(=O)NC2CCCCC2)CC1
2519,CCCCNc1ncc(-c2ccc(CN3CCN(C)CC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1
2520,Cc1ccnc(OCC2CC3C(COc4ccc(N5CCN(C)CC5)cc4)CCCC3N2Cc2cccnc2)n1
2521,COCc1nnc2n1NC(c1cccc(-c3ccccc3)c1)CS2
2522,Clc1ccc(CSc2[nH]cnc3ncnc2-3)cc1
2523,CSc1ccc(-c2nc(-c3cccnc3)no2)cc1
2524,COc1ccccc1-c1nnc(SCc2c(C)noc2C)o1
2525,C=CCn1c(SCc2c(C)noc2C)nnc1-c1ccncc1
2526,CC(C)(C)c1nc(CSc2nnc(C3CC3)n2-c2ccccc2)no1
2527,CCn1c(SCCCOc2ccc(C)cc2)nnc1N1CCCCC1
2528,Cc1noc(CSc2nnc(NC3CCCC3)s2)n1
2529,CCCCCSc1nnc2ccc3c(n12)CCCC3
2530,Cc1noc(C)c1CSc1ncnc2ccccc12
2531,Cn1c(SCc2ccccn2)nc2ccccc21
2532,Cc1cccc2nc(CSc3nc(C(C)C)n[nH]3)nn12
2533,Cc1ccc(CSc2nnc(-c3ccc(N(C)C)cc3)o2)cc1
2534,CCn1c(SCCOC)nnc1-c1ccc2c(c1)OCCO2
2535,CSc1ccc(CN(C)Cc2nnc3n2CCCC3)cc1
2536,C=CCn1c(SCCC(C)C)nnc1C1COc2ccccc2O1
2537,Cc1ccccc1CSc1nc2nncn2n1C
2538,CCOc1ccc2c(c1)c1ncnc(SCc3ccccc3C)c1n2C
2539,Cn1ccnc1SCc1ccc(C#CCCO)cc1
2540,CC(C)n1c(SCc2nc(C3CC3)no2)nc2ccccc21
2541,Cc1cc(C)nc(SCc2nnc(SC(C)C)o2)n1
2542,Cc1ccc(CSc2cccc3ccnn23)cc1
2543,CCn1c(SCc2c(C)n[nH]c2C)nnc1-c1ccco1
2544,S=c1[nH]nc(SCc2ccccc2)n1/N=C/c1ccco1
2545,COCc1nc(CSc2nncn2CC(Cl)c2ccccc2)no1
2546,CSc1nnc2[nH]nc3c2c1CCC3
2547,CSc1nnc(SCC[C@H]2CC2(Cl)Cl)s1
2548,COc1cc(CNC(C)c2ccc(Cl)cc2)cc(Cl)c1OCc1ccccc1
2549,Cc1nc2ccc(CN3CCOC(C)C3)cc2n2c(-c3ccccc3Cl)nnc12
2550,Clc1cncc(Nc2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1
2551,Cc1ncc2n1-c1ccc(Cl)cc1C(Nc1ccc(Cl)cc1)CC2
2552,Brc1cc(Br)c2sc(SCCCOc3ccc4c(c3)OCO4)nc2c1
2553,Clc1cc2nc(C3CC4(C3)OCCO4)n(-c3cccnc3)c2cc1Cl
2554,Cc1noc([C@@H]2CNC[C@H]2c2ccc(-c3ccccc3Cl)cc2)n1
2555,CN1CCc2c(c(-c3ccc(Cl)cc3)nn2Cc2ccc(Cl)cc2)C1
2556,CC(C)(C)c1ccc(C2CC(Cl)C(Cn3nnc4ccccc43)O2)cc1
2557,CSc1nnc(COc2ccc(Cl)c(Cl)c2)n1-c1ccccc1
2558,CCCN(C)Cc1ccc(O[C@H](c2ccc(Cl)c(Cl)c2)[C@H]2CCNC2)cc1
2559,Clc1cc(-c2ccc3nc(-c4ccccc4Cl)cn3c2)ccn1
2560,Clc1ccc(-c2csc(-c3ccc([C@H]4CNCCO4)cc3)n2)cc1Cl
2561,Clc1ccc(N2CCN(CCCCNc3ccnc4cc(Cl)ccc34)CC2)cc1
2562,Clc1cccc(Nc2ncnc3ccc(C#CC4CCNCC4)cc23)c1
2563,Nc1nc(NCCc2ccc(Cl)cc2)nc2nc(-c3cccc(Cl)c3)nn12
2564,COc1cc(NC(C)CCCN)c2ncccc2c1Nc1ccc(Br)cc1
2565,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1
2566,COc1ccccc1CSc1nc(Sc2ccc(Cl)cc2Cl)c2c(N)ncnc2n1
2567,COc1ccc(-c2nc3c(NCCN(C)C)c(Cl)cnc3[nH]2)cc1Cl
2568,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1[C@H]1CCN(c2ccccn2)C1
2569,COCC#Cc1cccc2nc([C@H](C)Nc3ncnc(N)c3C#Cc3cnccn3)n(-c3ccccc3)c(=O)c12
2570,Nc1ncnn2c(-c3cccc(C4(N)CC4)c3)cc(-c3ccc(C4(O)CCOCC4)nc3)c12
2571,C/C=C/C(=O)Nc1cccc(-n2nc(-c3cnn(C)c3)c(-c3ccc(F)cc3)c2N)n1
2572,Cc1cccc(NC(=O)Nc2ccc(-c3nc(C)c4c(N)nc(C)nn34)cc2)c1
2573,CCCNC(=O)c1c(C#Cc2ccc(Cl)cc2)n(C2(C)CC2)c2ncnc(N)c12
2574,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccccc2)c2c(N)ncnc21
2575,Cc1cc(-c2cc(N)ncn2)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
2576,CN1C2CC[C@@H]1C[C@H](NC(=O)c1cn(Cc3ccc4onc(N)c4c3)c3ccccc13)C2
2577,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)nn2C1CN(C(=O)/C=C/CN2CCCC2=O)C1
2578,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cnn(C4CCCC4)c3)n2)cc1
2579,CCC(CC)n1cc(C(=O)NCc2ccc(N)nc2C)c2cc(OC)c(OC)cc2c1=O
2580,Cc1cc(-c2ccn3nc(N)c(C(=O)NC4CC4)c3n2)cc2c1C(=O)N(C(C)C1CC1)C2
2581,C[C@@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(F)c2c(=O)n1-c1cc(F)cc(F)c1
2582,NC[C@@H](NC(=O)c1ccc(-c2nc(C3CCOC3)cnc2N)cc1F)c1cc(F)cc(I)c1
2583,CCN(c1cc(Cl)cc(C(=O)Nc2ccnc(N)c2C#N)c1Cl)C1CCC(N)CC1
2584,CC(O)C1OC(n2cc(-c3cccc(-c4cccc(Cc5ccccc5)c4)c3)c3c(N)ncnc32)C(O)C1O
2585,CCCNC(=O)Nc1cccc(-c2c(C)n(C/C(F)=C/CN)c3ncnc(N)c23)c1
2586,Nc1n[nH]c2cnc(-c3ccc(CNc4ncc(Cl)cc4C(=O)NCc4ccc(F)c(F)c4)cc3)cc12
2587,CO[C@@H]1CCN(C(=O)C2(c3nc(-c4ccc(Oc5c(F)cccc5F)cc4)c4c(N)ncc(C)n34)CC2)C1
2588,Cn1ncc(NC(=O)c2nc(-c3cncc(C4CC4)c3)ccc2N)c1C1CCC(N)C(F)CO1
2589,C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(F)c1
2590,Nc1nccc2cc(CNC(=O)c3ccnc(Cc4ccc5ncc(Cl)cc5c4)c3)ccc12
2591,CO[C@@H]1CCN(CCOc2ccc(F)cc2-c2ccc(-c3cnc(N)cn3)c(C)c2)C1
2592,CCN(CCO)C(=O)c1c(N)n(Cc2ccccc2Cl)c2nc3ccccc3nc12
2593,Nc1ccc(-c2cn3ccc(-c4ccc(NC(=O)[C@@H]5CCCN5)cc4)cc3n2)cc1
2594,COCCOc1cc2ncncc2cc1NC(=O)c1c(N)nn2cc(F)cnc12
2595,Cn1ncc(NC(=O)c2nc(-c3cc(Cl)ccc3F)sc2N)c1N1CC[C@@H](F)[C@@H](N)CC1
2596,Cc1nc(N)nc2c1cc(-c1cnc3cc[nH]c3c1)c(=O)n2C1CCC(O)CC1
2597,CC(C)(C)n1nc(-c2nc3cc(N)ccc3n2CCCO)c2c(N)ncnc21
2598,Cc1cc(-c2nc(Cc3ccc(Cl)c(F)c3)n3ncnc(N)c23)cc(C)n1
2599,Nc1cccc(-n2nc(C(=O)Nc3nccs3)c(-c3ccc(F)cc3)c2-c2ccc(F)cc2)c1
2600,C=CC(=O)N1CC(n2cc(-c3ccc4ccn(-c5ccnc(N)n5)c4c3)nn2)C1
2601,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc(Cl)c2cn[nH]c2c1N1CC(F)(CO)[C@@H]1C
2602,Cc1cccc2nc(C(C)Nc3ncnc(N)c3C#Cc3ccnn3C)n(-c3ccccc3)c(=O)c12
2603,Cc1c(-c2cccc(-c3ccn(C)c(=O)c3)c2)cnn2c(N)nc(NC3CCCCC3N)c12
2604,Cc1c(Nc2ncc3ccc(C4CCCN4)n3n2)cnn1-c1ccccc1
2605,COc1cccc(-c2nc(Nc3ccncc3Cl)c3c(C)cc(C)n3n2)n1
2606,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@H](N)C3)n2)n1
2607,c1ccc(-c2cc(NCc3cncc4ccccc34)n3ncnc3n2)cc1
2608,COc1cc(-c2csc(Nc3cccc(C(C)(C)C)n3)n2)ccc1-n1cnc(C)c1
2609,Cc1cn(-c2ccc(C3(c4cc(N(C)C)nc(C)n4)CCC3)cn2)cn1
2610,COCc1ncc(-c2nc(C3CC3)nn2-c2ccccn2)cn1
2611,CCC(CC)Nc1nc(-c2ccc(NC)nc2)cn2c(Br)cnc12
2612,c1cncc(-c2cnn3ccc(-c4ccc(-c5ccncc5)cc4)nc23)c1
2613,COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(NCC(C)(C)C)c2n1
2614,Cc1cc(N[C@H](C)c2nc(-c3cccnc3)no2)n2nccc2n1
2615,c1cc(-c2ccc3nc(NCC4CC4)c(-c4nc(C5CC5)no4)cc3c2)ccn1
2616,CNc1ccc2ncc(-c3cc(OCC4CCOCC4)cnc3C)n2n1
2617,COc1ncc(COc2cccc3ccc(-c4nnc5ccccn45)nc23)cn1
2618,c1ccc(O[C@H]2CN[C@]3(CCc4ncc(-n5cnc6cccnc65)cc43)OC2)nc1
2619,CCN(CC)c1ccc(-c2nc3c4cnn(-c5ccccc5)c4ncn3n2)cc1
2620,COc1ccc(-c2nc3c4nc(cn3n2)-c2ccccc2CC42CCCC2)cn1
2621,Cc1cccnc1CSc1ncnc2c1cnn2-c1ccccc1
2622,COc1ncnn2c(N)nc(-c3cnn(C)c3-c3cccnc3)c12
2623,Cc1cccnc1COc1ccc(-n2c(CCN(C)C)nnc2-c2ccn3nccc3n2)cc1
2624,c1cnc2ccnc(NCCn3cc(-c4ccnc(-n5cccn5)n4)cn3)c2c1
2625,CCn1ncc2cc(-c3cc(-c4c(C)nn5ccccc45)cnc3N)c(C)nc21
2626,Clc1ncc(-c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)cn1
2627,CCc1c(-c2nc(Cn3nnc4ccccc43)no2)cnn1CC(C)C
2628,CCOc1ncccc1-c1cc(NCc2cccnc2)c2c(cnn2C(C)C)n1
2629,COc1ccc2nc(C)cc(-n3c(Cl)cc4onc(-c5cncnc5)c43)c2c1
2630,COc1ccccc1CNC(=O)n1c(=O)oc2cc(C(C)C)ccc21
2631,O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1cccnc1
